Campaign,Ad Group,Keyword,Criterion Type,Final URL
"Escrow, Title & Closing – Informational","What is a final walkthrough?",""what is a final walkthrough"","Phrase","https://www.zyphe.com/escrow/what-is-a-final-walkthrough"
"Escrow, Title & Closing – Informational","What is a final walkthrough?","[what is a final walkthrough california]","Exact","https://www.zyphe.com/escrow/what-is-a-final-walkthrough"
"Escrow, Title & Closing – Informational","What is a final walkthrough?",""what is a final walkthrough california"","Phrase","https://www.zyphe.com/escrow/what-is-a-final-walkthrough"
"Escrow, Title & Closing – Informational","Can seller cancel escrow?","[can seller cancel escrow]","Exact","https://www.zyphe.com/escrow/can-seller-cancel-escrow"
"Escrow, Title & Closing – Informational","Can seller cancel escrow?",""can seller cancel escrow"","Phrase","https://www.zyphe.com/escrow/can-seller-cancel-escrow"
"Escrow, Title & Closing – Informational","What happens if appraisal comes in low?","[what happens if appraisal comes in low]","Exact","https://www.zyphe.com/escrow/what-happens-if-appraisal-comes-in-low"
"Escrow, Title & Closing – Informational","What happens if appraisal comes in low?",""what happens if appraisal comes in low"","Phrase","https://www.zyphe.com/escrow/what-happens-if-appraisal-comes-in-low"
"Escrow, Title & Closing – Informational","What happens if appraisal comes in low?","[what happens if appraisal comes in low california]","Exact","https://www.zyphe.com/escrow/what-happens-if-appraisal-comes-in-low"
"Escrow, Title & Closing – Informational","What happens if appraisal comes in low?",""what happens if appraisal comes in low california"","Phrase","https://www.zyphe.com/escrow/what-happens-if-appraisal-comes-in-low"
"Escrow, Title & Closing – Informational","What contingencies protect buyers?","[what contingencies protect buyers]","Exact","https://www.zyphe.com/escrow/what-contingencies-protect-buyers"
"Escrow, Title & Closing – Informational","What contingencies protect buyers?",""what contingencies protect buyers"","Phrase","https://www.zyphe.com/escrow/what-contingencies-protect-buyers"
"Escrow, Title & Closing – Informational","What contingencies protect buyers?","[what contingencies protect buyers california]","Exact","https://www.zyphe.com/escrow/what-contingencies-protect-buyers"
"Escrow, Title & Closing – Informational","What contingencies protect buyers?",""what contingencies protect buyers california"","Phrase","https://www.zyphe.com/escrow/what-contingencies-protect-buyers"
"Escrow, Title & Closing – Informational","What happens after offer acceptance?","[what happens after offer acceptance]","Exact","https://www.zyphe.com/escrow/what-happens-after-offer-acceptance"
"Escrow, Title & Closing – Informational","What happens after offer acceptance?",""what happens after offer acceptance"","Phrase","https://www.zyphe.com/escrow/what-happens-after-offer-acceptance"
"Escrow, Title & Closing – Informational","What happens after offer acceptance?","[what happens after offer acceptance california]","Exact","https://www.zyphe.com/escrow/what-happens-after-offer-acceptance"
"Escrow, Title & Closing – Informational","What happens after offer acceptance?",""what happens after offer acceptance california"","Phrase","https://www.zyphe.com/escrow/what-happens-after-offer-acceptance"
"Escrow, Title & Closing – Informational","Can seller refuse repairs?","[can seller refuse repairs]","Exact","https://www.zyphe.com/escrow/can-seller-refuse-repairs"
"Escrow, Title & Closing – Informational","Can seller refuse repairs?",""can seller refuse repairs"","Phrase","https://www.zyphe.com/escrow/can-seller-refuse-repairs"
"Escrow, Title & Closing – Informational","How escrow instructions work","[how escrow instructions work]","Exact","https://www.zyphe.com/escrow/how-escrow-instructions-work"
"Escrow, Title & Closing – Informational","How escrow instructions work",""how escrow instructions work"","Phrase","https://www.zyphe.com/escrow/how-escrow-instructions-work"
"Escrow, Title & Closing – Informational","How escrow instructions work","[how escrow instructions work california]","Exact","https://www.zyphe.com/escrow/how-escrow-instructions-work"
"Escrow, Title & Closing – Informational","How escrow instructions work",""how escrow instructions work california"","Phrase","https://www.zyphe.com/escrow/how-escrow-instructions-work"
"Escrow, Title & Closing – Informational","What happens at recording?","[what happens at recording]","Exact","https://www.zyphe.com/escrow/what-happens-at-recording"
"Escrow, Title & Closing – Informational","What happens at recording?",""what happens at recording"","Phrase","https://www.zyphe.com/escrow/what-happens-at-recording"
"Escrow, Title & Closing – Informational","What happens at recording?","[what happens at recording california]","Exact","https://www.zyphe.com/escrow/what-happens-at-recording"
"Escrow, Title & Closing – Informational","What happens at recording?",""what happens at recording california"","Phrase","https://www.zyphe.com/escrow/what-happens-at-recording"
"Escrow, Title & Closing – Informational","What happens after closing?","[what happens after closing]","Exact","https://www.zyphe.com/escrow/what-happens-after-closing"
"Escrow, Title & Closing – Informational","What happens after closing?",""what happens after closing"","Phrase","https://www.zyphe.com/escrow/what-happens-after-closing"
"Escrow, Title & Closing – Informational","What happens after closing?","[what happens after closing california]","Exact","https://www.zyphe.com/escrow/what-happens-after-closing"
"Escrow, Title & Closing – Informational","What happens after closing?",""what happens after closing california"","Phrase","https://www.zyphe.com/escrow/what-happens-after-closing"
"Escrow, Title & Closing – Informational","How escrow fees are calculated","[how escrow fees are calculated]","Exact","https://www.zyphe.com/escrow/how-escrow-fees-are-calculated"
"Escrow, Title & Closing – Informational","How escrow fees are calculated",""how escrow fees are calculated"","Phrase","https://www.zyphe.com/escrow/how-escrow-fees-are-calculated"
"Property Taxes & Assessments – Informational","What happens if property taxes go unpaid?","[what happens if property taxes go unpaid]","Exact","https://www.zyphe.com/property-taxes/what-happens-if-property-taxes-go-unpaid"
"Property Taxes & Assessments – Informational","What happens if property taxes go unpaid?",""what happens if property taxes go unpaid"","Phrase","https://www.zyphe.com/property-taxes/what-happens-if-property-taxes-go-unpaid"
"Property Taxes & Assessments – Informational","What happens if property taxes go unpaid?","[what happens if property taxes go unpaid california]","Exact","https://www.zyphe.com/property-taxes/what-happens-if-property-taxes-go-unpaid"
"Property Taxes & Assessments – Informational","What happens if property taxes go unpaid?",""what happens if property taxes go unpaid california"","Phrase","https://www.zyphe.com/property-taxes/what-happens-if-property-taxes-go-unpaid"
"Property Taxes & Assessments – Informational","How long before a tax lien is placed?","[how long before a tax lien is placed]","Exact","https://www.zyphe.com/property-taxes/how-long-before-a-tax-lien-is-placed"
"Property Taxes & Assessments – Informational","How long before a tax lien is placed?",""how long before a tax lien is placed"","Phrase","https://www.zyphe.com/property-taxes/how-long-before-a-tax-lien-is-placed"
"Property Taxes & Assessments – Informational","How long before a tax lien is placed?","[how long before a tax lien is placed california]","Exact","https://www.zyphe.com/property-taxes/how-long-before-a-tax-lien-is-placed"
"Property Taxes & Assessments – Informational","How long before a tax lien is placed?",""how long before a tax lien is placed california"","Phrase","https://www.zyphe.com/property-taxes/how-long-before-a-tax-lien-is-placed"
"Property Taxes & Assessments – Informational","What is a supplemental tax bill in California?","[supplemental tax bill california]","Exact","https://www.zyphe.com/property-taxes/supplemental-tax-bill-california"
"Property Taxes & Assessments – Informational","What is a supplemental tax bill in California?",""supplemental tax bill california"","Phrase","https://www.zyphe.com/property-taxes/supplemental-tax-bill-california"
"Property Taxes & Assessments – Informational","What is a supplemental tax bill in California?","[what is a supplemental tax bill in california]","Exact","https://www.zyphe.com/property-taxes/supplemental-tax-bill-california"
"Property Taxes & Assessments – Informational","What is a supplemental tax bill in California?",""what is a supplemental tax bill in california"","Phrase","https://www.zyphe.com/property-taxes/supplemental-tax-bill-california"
"Property Taxes & Assessments – Informational","Why did my property taxes increase suddenly?","[why did my property taxes increase suddenly]","Exact","https://www.zyphe.com/property-taxes/why-did-my-property-taxes-increase-suddenly"
"Property Taxes & Assessments – Informational","Why did my property taxes increase suddenly?",""why did my property taxes increase suddenly"","Phrase","https://www.zyphe.com/property-taxes/why-did-my-property-taxes-increase-suddenly"
"Property Taxes & Assessments – Informational","Why did my property taxes increase suddenly?","[why did my property taxes increase suddenly california]","Exact","https://www.zyphe.com/property-taxes/why-did-my-property-taxes-increase-suddenly"
"Property Taxes & Assessments – Informational","Why did my property taxes increase suddenly?",""why did my property taxes increase suddenly california"","Phrase","https://www.zyphe.com/property-taxes/why-did-my-property-taxes-increase-suddenly"
"Property Taxes & Assessments – Informational","What triggers reassessment?","[what triggers reassessment]","Exact","https://www.zyphe.com/property-taxes/what-triggers-reassessment"
"Property Taxes & Assessments – Informational","What triggers reassessment?",""what triggers reassessment"","Phrase","https://www.zyphe.com/property-taxes/what-triggers-reassessment"
"Property Taxes & Assessments – Informational","What triggers reassessment?","[what triggers reassessment california]","Exact","https://www.zyphe.com/property-taxes/what-triggers-reassessment"
"Property Taxes & Assessments – Informational","What triggers reassessment?",""what triggers reassessment california"","Phrase","https://www.zyphe.com/property-taxes/what-triggers-reassessment"
"Property Taxes & Assessments – Informational","What happens after filing a tax appeal?","[what happens after filing a tax appeal]","Exact","https://www.zyphe.com/property-taxes/what-happens-after-filing-a-tax-appeal"
"Property Taxes & Assessments – Informational","What happens after filing a tax appeal?",""what happens after filing a tax appeal"","Phrase","https://www.zyphe.com/property-taxes/what-happens-after-filing-a-tax-appeal"
"Property Taxes & Assessments – Informational","What happens after filing a tax appeal?","[what happens after filing a tax appeal california]","Exact","https://www.zyphe.com/property-taxes/what-happens-after-filing-a-tax-appeal"
"Property Taxes & Assessments – Informational","What happens after filing a tax appeal?",""what happens after filing a tax appeal california"","Phrase","https://www.zyphe.com/property-taxes/what-happens-after-filing-a-tax-appeal"
"Property Taxes & Assessments – Informational","Can property taxes be deferred?","[can property taxes be deferred]","Exact","https://www.zyphe.com/property-taxes/can-property-taxes-be-deferred"
"Property Taxes & Assessments – Informational","Can property taxes be deferred?",""can property taxes be deferred"","Phrase","https://www.zyphe.com/property-taxes/can-property-taxes-be-deferred"
"Property Taxes & Assessments – Informational","What is a tax-defaulted property?","[what is a tax defaulted property]","Exact","https://www.zyphe.com/property-taxes/what-is-a-tax-defaulted-property"
"Property Taxes & Assessments – Informational","What is a tax-defaulted property?",""what is a tax defaulted property"","Phrase","https://www.zyphe.com/property-taxes/what-is-a-tax-defaulted-property"
"Property Taxes & Assessments – Informational","What is a tax-defaulted property?","[what is a tax-defaulted property california]","Exact","https://www.zyphe.com/property-taxes/what-is-a-tax-defaulted-property"
"Property Taxes & Assessments – Informational","What is a tax-defaulted property?",""what is a tax-defaulted property california"","Phrase","https://www.zyphe.com/property-taxes/what-is-a-tax-defaulted-property"
"Property Taxes & Assessments – Informational","How property tax penalties work","[how property tax penalties work]","Exact","https://www.zyphe.com/property-taxes/how-property-tax-penalties-work"
"Property Taxes & Assessments – Informational","How property tax penalties work",""how property tax penalties work"","Phrase","https://www.zyphe.com/property-taxes/how-property-tax-penalties-work"
"Property Taxes & Assessments – Informational","How property tax penalties work","[how property tax penalties work california]","Exact","https://www.zyphe.com/property-taxes/how-property-tax-penalties-work"
"Property Taxes & Assessments – Informational","How property tax penalties work",""how property tax penalties work california"","Phrase","https://www.zyphe.com/property-taxes/how-property-tax-penalties-work"
"Property Taxes & Assessments – Informational","How to read a property tax bill","[how to read a property tax bill]","Exact","https://www.zyphe.com/property-taxes/how-to-read-a-property-tax-bill"
"Property Taxes & Assessments – Informational","How to read a property tax bill",""how to read a property tax bill"","Phrase","https://www.zyphe.com/property-taxes/how-to-read-a-property-tax-bill"
"Property Taxes & Assessments – Informational","How to read a property tax bill","[how to read a property tax bill california]","Exact","https://www.zyphe.com/property-taxes/how-to-read-a-property-tax-bill"
"Property Taxes & Assessments – Informational","How to read a property tax bill",""how to read a property tax bill california"","Phrase","https://www.zyphe.com/property-taxes/how-to-read-a-property-tax-bill"
"Property Taxes & Assessments – Informational","What exemptions reduce property taxes?","[what exemptions reduce property taxes]","Exact","https://www.zyphe.com/property-taxes/what-exemptions-reduce-property-taxes"
"Property Taxes & Assessments – Informational","What exemptions reduce property taxes?",""what exemptions reduce property taxes"","Phrase","https://www.zyphe.com/property-taxes/what-exemptions-reduce-property-taxes"
"Property Taxes & Assessments – Informational","What exemptions reduce property taxes?","[what exemptions reduce property taxes california]","Exact","https://www.zyphe.com/property-taxes/what-exemptions-reduce-property-taxes"
"Property Taxes & Assessments – Informational","What exemptions reduce property taxes?",""what exemptions reduce property taxes california"","Phrase","https://www.zyphe.com/property-taxes/what-exemptions-reduce-property-taxes"
"Property Taxes & Assessments – Informational","What happens after tax sale?","[what happens after tax sale]","Exact","https://www.zyphe.com/property-taxes/what-happens-after-tax-sale"
"Property Taxes & Assessments – Informational","What happens after tax sale?",""what happens after tax sale"","Phrase","https://www.zyphe.com/property-taxes/what-happens-after-tax-sale"
"Property Taxes & Assessments – Informational","What happens after tax sale?","[what happens after tax sale california]","Exact","https://www.zyphe.com/property-taxes/what-happens-after-tax-sale"
"Property Taxes & Assessments – Informational","What happens after tax sale?",""what happens after tax sale california"","Phrase","https://www.zyphe.com/property-taxes/what-happens-after-tax-sale"
"Property Taxes & Assessments – Informational","Property tax vs special assessments","[property tax vs special assessments]","Exact","https://www.zyphe.com/property-taxes/property-tax-vs-special-assessments"
"Property Taxes & Assessments – Informational","Property tax vs special assessments",""property tax vs special assessments"","Phrase","https://www.zyphe.com/property-taxes/property-tax-vs-special-assessments"
"Property Taxes & Assessments – Informational","Property tax vs special assessments","[property tax vs special assessments california]","Exact","https://www.zyphe.com/property-taxes/property-tax-vs-special-assessments"
"Property Taxes & Assessments – Informational","Property tax vs special assessments",""property tax vs special assessments california"","Phrase","https://www.zyphe.com/property-taxes/property-tax-vs-special-assessments"
"Property Taxes & Assessments – Informational","How inheritance affects property taxes","[how inheritance affects property taxes]","Exact","https://www.zyphe.com/property-taxes/how-inheritance-affects-property-taxes"
"Property Taxes & Assessments – Informational","How inheritance affects property taxes",""how inheritance affects property taxes"","Phrase","https://www.zyphe.com/property-taxes/how-inheritance-affects-property-taxes"
"Property Taxes & Assessments – Informational","How inheritance affects property taxes","[how inheritance affects property taxes california]","Exact","https://www.zyphe.com/property-taxes/how-inheritance-affects-property-taxes"
"Property Taxes & Assessments – Informational","How inheritance affects property taxes",""how inheritance affects property taxes california"","Phrase","https://www.zyphe.com/property-taxes/how-inheritance-affects-property-taxes"
"Property Taxes & Assessments – Informational","Proposition 13 explained (procedural)","[proposition 13 explained]","Exact","https://www.zyphe.com/property-taxes/proposition-13-explained"
"Property Taxes & Assessments – Informational","Proposition 13 explained (procedural)",""proposition 13 explained"","Phrase","https://www.zyphe.com/property-taxes/proposition-13-explained"
"Property Taxes & Assessments – Informational","Proposition 13 explained (procedural)","[proposition 13 explained (procedural) california]","Exact","https://www.zyphe.com/property-taxes/proposition-13-explained"
"Property Taxes & Assessments – Informational","Proposition 13 explained (procedural)",""proposition 13 explained (procedural) california"","Phrase","https://www.zyphe.com/property-taxes/proposition-13-explained"
"Maintenance, Liability & Disputes – Informational","Who pays for fence repairs between neighbors?","[who pays for fence repairs]","Exact","https://www.zyphe.com/repairs-liability/who-pays-for-fence-repairs"
"Maintenance, Liability & Disputes – Informational","Who pays for fence repairs between neighbors?",""who pays for fence repairs"","Phrase","https://www.zyphe.com/repairs-liability/who-pays-for-fence-repairs"
"Maintenance, Liability & Disputes – Informational","Who pays for fence repairs between neighbors?","[who pays for fence repairs between neighbors california]","Exact","https://www.zyphe.com/repairs-liability/who-pays-for-fence-repairs"
"Maintenance, Liability & Disputes – Informational","Who pays for fence repairs between neighbors?",""who pays for fence repairs between neighbors california"","Phrase","https://www.zyphe.com/repairs-liability/who-pays-for-fence-repairs"
"Maintenance, Liability & Disputes – Informational","Who is responsible for sidewalk injuries?","[homeowner liability sidewalk injuries]","Exact","https://www.zyphe.com/repairs-liability/homeowner-liability-sidewalk-injuries"
"Maintenance, Liability & Disputes – Informational","Who is responsible for sidewalk injuries?",""homeowner liability sidewalk injuries"","Phrase","https://www.zyphe.com/repairs-liability/homeowner-liability-sidewalk-injuries"
"Maintenance, Liability & Disputes – Informational","Who is responsible for sidewalk injuries?","[who is responsible for sidewalk injuries california]","Exact","https://www.zyphe.com/repairs-liability/homeowner-liability-sidewalk-injuries"
"Maintenance, Liability & Disputes – Informational","Who is responsible for sidewalk injuries?",""who is responsible for sidewalk injuries california"","Phrase","https://www.zyphe.com/repairs-liability/homeowner-liability-sidewalk-injuries"
"Maintenance, Liability & Disputes – Informational","Does homeowners insurance cover water leaks?","[does homeowners insurance cover water leaks]","Exact","https://www.zyphe.com/repairs-liability/does-homeowners-insurance-cover-water-leaks"
"Maintenance, Liability & Disputes – Informational","Does homeowners insurance cover water leaks?",""does homeowners insurance cover water leaks"","Phrase","https://www.zyphe.com/repairs-liability/does-homeowners-insurance-cover-water-leaks"
"Maintenance, Liability & Disputes – Informational","Does homeowners insurance cover water leaks?","[does homeowners insurance cover water leaks california]","Exact","https://www.zyphe.com/repairs-liability/does-homeowners-insurance-cover-water-leaks"
"Maintenance, Liability & Disputes – Informational","Does homeowners insurance cover water leaks?",""does homeowners insurance cover water leaks california"","Phrase","https://www.zyphe.com/repairs-liability/does-homeowners-insurance-cover-water-leaks"
"Maintenance, Liability & Disputes – Informational","Who pays for sewer line repairs?","[who pays for sewer line repairs]","Exact","https://www.zyphe.com/repairs-liability/who-pays-for-sewer-line-repairs"
"Maintenance, Liability & Disputes – Informational","Who pays for sewer line repairs?",""who pays for sewer line repairs"","Phrase","https://www.zyphe.com/repairs-liability/who-pays-for-sewer-line-repairs"
"Maintenance, Liability & Disputes – Informational","Who pays for sewer line repairs?","[who pays for sewer line repairs california]","Exact","https://www.zyphe.com/repairs-liability/who-pays-for-sewer-line-repairs"
"Maintenance, Liability & Disputes – Informational","Who pays for sewer line repairs?",""who pays for sewer line repairs california"","Phrase","https://www.zyphe.com/repairs-liability/who-pays-for-sewer-line-repairs"
"Maintenance, Liability & Disputes – Informational","What happens if unpermitted work is discovered?","[ what happens if unpermitted work is discovered]","Exact","https://www.zyphe.com/repairs-liability/ what-happens-if-unpermitted-work-is-discovered"
"Maintenance, Liability & Disputes – Informational","What happens if unpermitted work is discovered?","" what happens if unpermitted work is discovered"","Phrase","https://www.zyphe.com/repairs-liability/ what-happens-if-unpermitted-work-is-discovered"
"Maintenance, Liability & Disputes – Informational","What happens if unpermitted work is discovered?","[what happens if unpermitted work is discovered california]","Exact","https://www.zyphe.com/repairs-liability/ what-happens-if-unpermitted-work-is-discovered"
"Maintenance, Liability & Disputes – Informational","What happens if unpermitted work is discovered?",""what happens if unpermitted work is discovered california"","Phrase","https://www.zyphe.com/repairs-liability/ what-happens-if-unpermitted-work-is-discovered"
"Maintenance, Liability & Disputes – Informational","Who is liable for tree damage?","[who is liable for tree damage]","Exact","https://www.zyphe.com/repairs-liability/who-is-liable-for-tree-damage"
"Maintenance, Liability & Disputes – Informational","Who is liable for tree damage?",""who is liable for tree damage"","Phrase","https://www.zyphe.com/repairs-liability/who-is-liable-for-tree-damage"
"Maintenance, Liability & Disputes – Informational","Who is liable for tree damage?","[who is liable for tree damage california]","Exact","https://www.zyphe.com/repairs-liability/who-is-liable-for-tree-damage"
"Maintenance, Liability & Disputes – Informational","Who is liable for tree damage?",""who is liable for tree damage california"","Phrase","https://www.zyphe.com/repairs-liability/who-is-liable-for-tree-damage"
"Maintenance, Liability & Disputes – Informational","Shared driveway maintenance rules","[shared driveway maintenance rules]","Exact","https://www.zyphe.com/repairs-liability/shared-driveway-maintenance-rules"
"Maintenance, Liability & Disputes – Informational","Shared driveway maintenance rules",""shared driveway maintenance rules"","Phrase","https://www.zyphe.com/repairs-liability/shared-driveway-maintenance-rules"
"Maintenance, Liability & Disputes – Informational","Shared driveway maintenance rules","[shared driveway maintenance rules california]","Exact","https://www.zyphe.com/repairs-liability/shared-driveway-maintenance-rules"
"Maintenance, Liability & Disputes – Informational","Shared driveway maintenance rules",""shared driveway maintenance rules california"","Phrase","https://www.zyphe.com/repairs-liability/shared-driveway-maintenance-rules"
"Maintenance, Liability & Disputes – Informational","What is normal wear and tear?","[what is normal wear and tear]","Exact","https://www.zyphe.com/repairs-liability/what-is-normal-wear-and-tear"
"Maintenance, Liability & Disputes – Informational","What is normal wear and tear?",""what is normal wear and tear"","Phrase","https://www.zyphe.com/repairs-liability/what-is-normal-wear-and-tear"
"Maintenance, Liability & Disputes – Informational","What is normal wear and tear?","[what is normal wear and tear california]","Exact","https://www.zyphe.com/repairs-liability/what-is-normal-wear-and-tear"
"Maintenance, Liability & Disputes – Informational","What is normal wear and tear?",""what is normal wear and tear california"","Phrase","https://www.zyphe.com/repairs-liability/what-is-normal-wear-and-tear"
"Maintenance, Liability & Disputes – Informational","Mold liability between parties","[mold liability between parties]","Exact","https://www.zyphe.com/repairs-liability/mold-liability-between-parties"
"Maintenance, Liability & Disputes – Informational","Mold liability between parties",""mold liability between parties"","Phrase","https://www.zyphe.com/repairs-liability/mold-liability-between-parties"
"Maintenance, Liability & Disputes – Informational","Mold liability between parties","[mold liability between parties california]","Exact","https://www.zyphe.com/repairs-liability/mold-liability-between-parties"
"Maintenance, Liability & Disputes – Informational","Mold liability between parties",""mold liability between parties california"","Phrase","https://www.zyphe.com/repairs-liability/mold-liability-between-parties"
"Maintenance, Liability & Disputes – Informational","What happens if contractor damages property?","[what happens if contractor damages property]","Exact","https://www.zyphe.com/repairs-liability/what-happens-if-contractor-damages-property"
"Maintenance, Liability & Disputes – Informational","What happens if contractor damages property?",""what happens if contractor damages property"","Phrase","https://www.zyphe.com/repairs-liability/what-happens-if-contractor-damages-property"
"Maintenance, Liability & Disputes – Informational","What happens if contractor damages property?","[what happens if contractor damages property california]","Exact","https://www.zyphe.com/repairs-liability/what-happens-if-contractor-damages-property"
"Maintenance, Liability & Disputes – Informational","What happens if contractor damages property?",""what happens if contractor damages property california"","Phrase","https://www.zyphe.com/repairs-liability/what-happens-if-contractor-damages-property"
"Maintenance, Liability & Disputes – Informational","Can homeowner be sued for injuries?","[can homeowner be sued for injuries]","Exact","https://www.zyphe.com/repairs-liability/can-homeowner-be-sued-for-injuries"
"Maintenance, Liability & Disputes – Informational","Can homeowner be sued for injuries?",""can homeowner be sued for injuries"","Phrase","https://www.zyphe.com/repairs-liability/can-homeowner-be-sued-for-injuries"
"Maintenance, Liability & Disputes – Informational","What happens after a code violation notice?","[what happens after a code violation notice]","Exact","https://www.zyphe.com/repairs-liability/what-happens-after-a-code-violation-notice"
"Maintenance, Liability & Disputes – Informational","What happens after a code violation notice?",""what happens after a code violation notice"","Phrase","https://www.zyphe.com/repairs-liability/what-happens-after-a-code-violation-notice"
"Maintenance, Liability & Disputes – Informational","What happens after a code violation notice?","[what happens after a code violation notice california]","Exact","https://www.zyphe.com/repairs-liability/what-happens-after-a-code-violation-notice"
"Maintenance, Liability & Disputes – Informational","What happens after a code violation notice?",""what happens after a code violation notice california"","Phrase","https://www.zyphe.com/repairs-liability/what-happens-after-a-code-violation-notice"
"Maintenance, Liability & Disputes – Informational","How building permits affect resale","[how building permits affect resale]","Exact","https://www.zyphe.com/repairs-liability/how-building-permits-affect-resale"
"Maintenance, Liability & Disputes – Informational","How building permits affect resale",""how building permits affect resale"","Phrase","https://www.zyphe.com/repairs-liability/how-building-permits-affect-resale"
"Maintenance, Liability & Disputes – Informational","How building permits affect resale","[how building permits affect resale california]","Exact","https://www.zyphe.com/repairs-liability/how-building-permits-affect-resale"
"Maintenance, Liability & Disputes – Informational","How building permits affect resale",""how building permits affect resale california"","Phrase","https://www.zyphe.com/repairs-liability/how-building-permits-affect-resale"
"Maintenance, Liability & Disputes – Informational","Boundary disputes explained","[boundary disputes explained]","Exact","https://www.zyphe.com/repairs-liability/boundary-disputes-explained"
"Maintenance, Liability & Disputes – Informational","Boundary disputes explained",""boundary disputes explained"","Phrase","https://www.zyphe.com/repairs-liability/boundary-disputes-explained"
"Maintenance, Liability & Disputes – Informational","Boundary disputes explained","[boundary disputes explained california]","Exact","https://www.zyphe.com/repairs-liability/boundary-disputes-explained"
"Maintenance, Liability & Disputes – Informational","Boundary disputes explained",""boundary disputes explained california"","Phrase","https://www.zyphe.com/repairs-liability/boundary-disputes-explained"
"Maintenance, Liability & Disputes – Informational","Easement disputes explained","[easement disputes explained]","Exact","https://www.zyphe.com/repairs-liability/easement-disputes-explained"
"Maintenance, Liability & Disputes – Informational","Easement disputes explained",""easement disputes explained"","Phrase","https://www.zyphe.com/repairs-liability/easement-disputes-explained"
"Maintenance, Liability & Disputes – Informational","Easement disputes explained","[easement disputes explained california]","Exact","https://www.zyphe.com/repairs-liability/easement-disputes-explained"
"Maintenance, Liability & Disputes – Informational","Easement disputes explained",""easement disputes explained california"","Phrase","https://www.zyphe.com/repairs-liability/easement-disputes-explained"
